code;project_name;project_short_name;feature_name;feature_shotr_name;type;unit;unit_code;datasource_name;base_vallue;plan_2018;fact_2018;period_2018;plan_2019;fact_2019;period_2019;plan_2020;fact_2020;period_2020;plan_2021;fact_2021;period_2021;plan_2022;fact_2022;period_2022;plan_2023;fact_2023;period_2023;plan_2024;fact_2024;period_2024
E8;Социальная активность;Социальная активность;Воспитание гармонично развитой и социально ответственной личности на основе духовно-нравственных ценностей народов Российской Федерации, исторических и национально-культурных традиций;Воспитание гармонично развитой и социально ответственной личности;Цель;;;;;;;;;;;;;;;;;;;;;;;;;
E8;Социальная активность;Социальная активность;Развитие добровольчества (волонтерства), развитие талантов и способностей у детей и молодежи, в т.ч. студентов, путем поддержки общественных инициатив и проектов, вовлечения к 2024 году в добровольческую деятельность 20% граждан, вовлечения 45% молодежи в творческую деятельность и 70% студентов в клубное студенческое движение;Развитие добровольчества (волонтерства), развитие талантов и способностей у детей и молодежи;Цель;;;;;;;;;;;;;;;;;;;;;;;;;
E8;Социальная активность;Социальная активность;Численность обучающихся вовлеченных в деятельность общественных объединений на базе общеобразовательных организаций, профессиональных образовательных организаций и образовательных организаций высшего образования, млн человек накопительным итогом;Численность обучающихся, вовлеченных в деятельность общественных объединений;Дополнительный показатель;Миллион человек;794;;1.61;1.61;1.61;;2.8;;;4.0;;;5.2;;;6.4;;;7.6;;;8.8;;
E8;Социальная активность;Социальная активность;Доля студентов, вовлеченных в клубное студенческое движение;Доля студентов, вовлеченных в клубное студенческое движение;Дополнительный показатель;Процент;744;;4.7;4.7;;;20.0;;;30.0;;;40.0;;;50.0;;;60.0;;;70.0;;
E8;Социальная активность;Социальная активность;Общая численность граждан, вовлеченных центрами (сообществами, объединениями) поддержки добровольчества (волонтерства) на базе образовательных организаций, некоммерческих организаций, государственных и муниципальных учреждений, в добровольческую (волонтерскую) деятельность, млн человек;Общая численность граждан, вовлеченных  в добровольческую деятельность, млн человек;Дополнительный показатель;Миллион человек;794;;3.9533;3.9533;;;5.0637;;;5.9021;;;6.4158;;;6.9499;;;7.5172;;;8.1415;;
E8;Социальная активность;Социальная активность;Доля молодежи, задействованной  в мероприятиях по вовлечению  в творческую деятельность;Доля молодежи, задействованной  в мероприятиях по вовлечению  в творческую деятельность;Дополнительный показатель;Процент;744;;24.6;24.6;;;30.0;;;33.0;;;36.0;;;39.0;;;42.0;;;45.0;;
E9;Экспорт образования;Экспорт образования;увеличение к 2024 году численности иностранных граждан, обучающихся в организациях, осуществляющих образовательную деятельность по программам высшего образования, до 425 тысяч человек за счет развития инфраструктуры, реализации государственной поддержки развития экспорта российского образования, повышения востребованности и конкурентоспособности российского образования;Увеличение к 2024 году численности иностранных граждан, обучающихся в организациях высшего образования;Цель;;;;;;;;;;;;;;;;;;;;;;;;;
E9;Экспорт образования;Экспорт образования;Количество иностранных граждан, обучающихся по очной форме обучения в организациях, осуществляющих образовательную деятельность по программам высшего образования;Кол-во иностранных граждан, обучающихся по очной форме обучения;Основной показатель;Тысяча человек;793;;210.0;0.0;;;241.0;;;268.0;;;302.0;;;341.0;;;382.0;;;425.0;;
EА;Социальные лифты для каждого;Социальные лифты для каждого;Создание для не менее 1,7 млн. человек возможностей для профессионального и карьерного роста, путем формирования к 2024 году системы профессиональных конкурсов;Создание для не менее 1,7 млн. человек возможностей для проф. и карьерного роста;Цель;;;;;;;;;;;;;;;;;;;;;;;;;
EА;Социальные лифты для каждого;Социальные лифты для каждого;Число граждан, охваченных проведением профессиональных конкурсов, в целях предоставления возможностей для профессионального и карьерного роста, нарастающим итогом;Число граждан, охваченных проведением профконкурсов;Основной показатель;Тысяча человек;793;;0.0;0.0;;;300.0;;;500.0;;;800.0;;;1100.0;;;1400.0;;;1700.0;;
EА;Социальные лифты для каждого;Социальные лифты для каждого;Доля участников профессиональных конкурсов, поступивших на обучение по образовательным программам, повысивших квалификацию и (или) получивших карьерный рост в течение года после завершения участия в конкурсе, в том числе по предложениям от работодателей;Доля участников профконкурсов, поступивших на обучение по образовательным программам, повысивших квалификацию и (или) получивших карьерный рост;Дополнительный показатель;Процент;744;;0.0;0.0;;;0.1;;;0.2;;;0.3;;;0.35;;;0.4;;;0.45;;
F1;Жилье;Жилье;Увеличение объема жилищного строительства не менее чем до 120 млн. квадратных метров в год;Увеличение объема жилищного строительства не менее чем до 120 млн. квадратных метров в год;Цель;;;;;;;;;;;;;;;;;;;;;;;;;
F1;Жилье;Жилье;Увеличение объема жилищного строительства не менее чем до 120 млн. квадратных метров в год;Увеличение объема жилищного строительства не менее чем до 120 млн. квадратных метров в год;Основной показатель;Миллион квадратных метров;057;;79.2;86.0;75.7;;88.0;80.3;;98.0;15.9;январь-март 2020;94.0;;;104.0;;;112.0;;;120.0;;
F1;Жилье;Жилье;Объем ввода жилья, построенного населением;Объем ввода жилья, построенного населением;Основной показатель;Миллион квадратных метров;057;;33.0;36.3;;;33.2;36.8;;33.1;;;34.0;;;35.7;;;37.2;;;40.0;;
F1;Жилье;Жилье;Ввод жилья в рамках мероприятия по стимулированию программ развития жилищного строительства субъектов Российской Федерации;Ввод жилья в рамках мероприятия по стимулированию программ развития жилищного строительства субъектов РФ;Основной показатель;Миллион квадратных метров;057;;8.0;8.0;;;6.3;;;0.0;;;0.0;;;0.0;;;0.0;;;0.0;;
F1;Жилье;Жилье;Площадь земельных участков, вовлеченных в оборот АО "ДОМ.РФ";Площадь земельных участков, вовлеченных в оборот АО "ДОМ.РФ";Основной показатель;Тысяча гектаров;060;;3.48;3.3;;;3.4;;;3.5;;;3.6;;;3.7;;;3.8;;;4.0;;
F1;Жилье;Жилье;Объем ввода в многоквартирных жилых домах в год, млн. кв. метров;Объем ввода в многоквартирных жилых домах в год;Основной показатель;Миллион квадратных метров;057;;46.2;49.7;43.2;;54.8;43.5;;64.9;7.7;январь-март 2020;60.0;;;68.3;;;74.8;;;80.0;;
F1;Жилье;Жилье;Срок проведения экспертизы проектной документации и результатов инженерных изысканий для объектов жилищного строительства, дни;Срок получения разрешения на строительство и ввод объекта в эксплуатацию;Дополнительный показатель;Сутки;359;;45.0;45.0;45.0;;30.0;;;30.0;;;30.0;;;30.0;;;30.0;;;30.0;;
F1;Жилье;Жилье;Площадь земельных участков, вовлеченных в оборот в целях жилищного строительства;Площадь земельных участков, вовлеченных в оборот в целях жилищного строительства;Дополнительный показатель;Тысяча гектаров;060;;0.0;41.3;;;40.0;;;41.4;;;43.6;;;46.3;;;50.1;;;50.3;;
F1;Жилье;Жилье;Срок получения разрешения на строительство и ввод объекта в эксплуатацию, рабочих дней;Срок получения разрешения на строительство и ввод объекта в эксплуатацию;Дополнительный показатель;Сутки;359;;7.0;7.0;7.0;;5.0;;;5.0;;;5.0;;;5.0;;;5.0;;;5.0;;
F1;Жилье;Жилье;Актуализированы действующие нормативно-технические документы для внедрения передовых технологий и установления ограничения на использование устаревших технологий в проектировании и строительстве;Актуализированы действующие нормативно-технические документы для внедрения передовых технологий;Дополнительный показатель;Единица;642;;20.0;86.0;86.0;;88.0;;;81.0;;;87.0;;;92.0;;;97.0;;;104.0;;
F1;Жилье;Жилье;Внедрены новые нормативно-технические документы в строительстве для осуществления поэтапного отказа от использования устаревших технологий в проектировании и строительстве;Внедрены новые нормативно-технические документы в строительстве;Дополнительный показатель;Единица;642;;15.0;47.0;47.0;;42.0;;;52.0;;;45.0;;;40.0;;;35.0;;;28.0;;
F1;Жилье;Жилье;Объем многоквартирного жилья в стадии строительства;Объем многоквартирного жилья в стадии строительства;Дополнительный показатель;Миллион квадратных метров;057;;115.0;0.0;;;0.0;;;0.0;;;0.0;;;0.0;;;0.0;;;0.0;;
F1;Жилье;Жилье;Средняя стоимость 1 кв. м модельного жилья на первичном рынке;Средняя стоимость 1 кв. м. модельного жилья на первичном рынке;Дополнительный показатель;Тысяча рублей;384;;0.0;0.0;59.0;;68.9;63.5;;75.2;;;81.5;;;87.8;;;87.9;;;88.0;;
F1;Жилье;Жилье;Количество процедур (услуг), включенных в исчерпывающий перечень административных процедур в сфере жилищного строительства, предоставляемых в электронном виде, ед.;Кол-во процедур, включенных в перечень административных процедурв  сфере жилищного строительства, предоставляемых в электронном виде;Дополнительный показатель;Единица;642;;0.0;0.0;;;14.0;;;31.0;;;42.0;;;57.0;;;67.0;;;82.0;;
F1;Жилье;Жилье;Количество процедур (услуг), включенных в исчерпывающий перечень административных процедур в сфере жилищного строительства, не более ед.;Кол-во процедур, включенных  в сфере жилищного строительства;Дополнительный показатель;Единица;642;;96.0;96.0;96.0;;94.0;;;90.0;;;84.0;;;82.0;;;82.0;;;82.0;;
F2;Формирование комфортной городской среды;Формирование комфортной городской среды;Создание механизма прямого участия граждан в формировании комфортной городской среды, увеличение доли граждан, принимающих участие в решении вопросов развития городской среды, до 30 процентов;Создание механизма прямого участия граждан в формировании комфортной городской среды, увеличение доли граждан, принимающих участие в решении вопросов развития городской среды, до 30 процентов;Цель;;;;;;;;;;;;;;;;;;;;;;;;;
F2;Формирование комфортной городской среды;Формирование комфортной городской среды;Кардинальное повышение комфортности городской среды, повышение индекса качества городской среды на 30 процентов, сокращение в соответствии с этим индексом количества городов с неблагоприятной средой в два раза;Кардинальное повышение комфортности городской среды;Цель;;;;;;;;;;;;;;;;;;;;;;;;;
F2;Формирование комфортной городской среды;Формирование комфортной городской среды;Прирост среднего индекса качества городской среды по отношению к 2018 году, %;Прирост среднего значения индекса качества городской среды по РФ;Основной показатель;Процент;744;;0.0;0.0;;;2.0;;;5.0;;;10.0;;;15.0;;;20.0;;;30.0;;
F2;Формирование комфортной городской среды;Формирование комфортной городской среды;Реализованы мероприятия по благоустройству, предусмотренные государственными (муниципальными) программами формирования современной городской среды (количество обустроенных общественных пространств), не менее ед. накопительным итогом начиная с 2019 г.;Реализованы мероприятия по благоустройству;Основной показатель;Единица;642;;3700.0;3700.0;4078.0;;5000.0;5910.0;;10200.0;5917.0;01.04.2020;15400.0;;;20600.0;;;25800.0;;;31000.0;;
F2;Формирование комфортной городской среды;Формирование комфортной городской среды;Реализованы проекты победителей Всероссийского конкурса лучших проектов создания комфортной городской среды в малых городах и исторических поселениях, не менее ед. нарастающим итогом*;Реализованы проекты победителей Всероссийского конкурса лучших проектов создания комфортной среды;Основной показатель;Единица;642;;80.0;0.0;;;80.0;79.0;;160.0;;;240.0;;;320.0;;;400.0;;;480.0;;
F2;Формирование комфортной городской среды;Формирование комфортной городской среды;Доля граждан, принявших участие в решении вопросов развития городской среды от общего количества граждан в возрасте от 14 лет, проживающих в муниципальных образованиях, на территориях которых реализуются проекты по созданию комфортной городской среды, %;Доля граждан, принявших участие в решении вопросов развития городской среды;Основной показатель;Процент;744;;5.0;6.0;1.2;;9.0;;;12.0;;;15.0;;;20.0;;;25.0;;;30.0;;
F2;Формирование комфортной городской среды;Формирование комфортной городской среды;Доля городов с благоприятной средой от общего количества городов (индекс качества городской среды - выше 50%), %;Доля городов с благоприятной средой от общего количества городов;Основной показатель;Процент;744;;23.52;20.0;23.0;;25.0;;;30.0;;;40.0;;;45.0;;;50.0;;;60.0;;
F2;Формирование комфортной городской среды;Формирование комфортной городской среды;Среднее значение индекса качества городской среды по Российской Федерации;Среднее значение индекса качества городской среды по РФ;Дополнительный показатель;Условная единица;876;;163.0;163.0;;;166.0;;;171.0;;;179.0;;;187.0;;;196.0;;;212.0;;
F2;Формирование комфортной городской среды;Формирование комфортной городской среды;Количество городов с благоприятной городской средой;Количество городов с благоприятной городской средой;Дополнительный показатель;Единица;642;;262.0;262.0;;;278.0;;;335.0;;;449.0;;;509.0;;;565.0;;;676.0;;
F3;Обеспечение устойчивого сокращения непригодного для проживания жилищного фонда;Обеспечение устойчивого сокращения непригодного для проживания жилищного фонда;Обеспечение устойчивого сокращения непригодного для проживания жилищного фонда с расселением к;Обеспечение устойчивого сокращения непригодного для проживания жилищного фонда;Цель;;;;;;;;;;;;;;;;;;;;;;;;;
F3;Обеспечение устойчивого сокращения непригодного для проживания жилищного фонда;Обеспечение устойчивого сокращения непригодного для проживания жилищного фонда;Количество граждан, расселенных из аварийного жилищного фонда, тыс. человек;Количество граждан, расселенных из аварийного жилищного фонда;Основной показатель;Тысяча человек;793;;173.18;0.0;72.348;;8.2;40.58;;54.6;47.43;1 апреля 2020;54.6;;;72.1;;;170.7;;;170.7;;
F3;Обеспечение устойчивого сокращения непригодного для проживания жилищного фонда;Обеспечение устойчивого сокращения непригодного для проживания жилищного фонда;Количество квадратных метров, расселенного аварийного жилищного фонда;Количество кв.м. расселенного аварийного жилищного фонда;Основной показатель;Тысяча квадратных метров общей площади;082;;2720.0;0.0;1200.0;;140.0;663.03;;1000.0;1105.77;1 апреля 2020;1000.0;;;1300.0;;;3050.0;;;3050.0;;
F4;Ипотека;Ипотека;Обеспечение доступным жильем семей со средним достатком, в том числе создание возможностей для приобретения (строительства) ими жилья с использованием ипотечного кредита, ставка по которому должна быть менее 8 процентов;Обеспечение доступным жильем семей со средним достатком;Цель;;;;;;;;;;;;;;;;;;;;;;;;;
F4;Ипотека;Ипотека;Количество ипотечных жилищных кредитов (траншей) в рублях и иностранной валюте, предоставленных физическим лицам - резидентам за год;Количество ипотечных жилищных кредитов, предоставленных физлицам;Основной показатель;Миллион единиц;644;;1.1;1.53;;;1.56;1.27;;1.57;;;1.6;;;1.77;;;2.05;;;2.26;;
F4;Ипотека;Ипотека;Средний уровень процентной ставки по ипотечному кредиту;Среднегодовая процентная ставка по ипотечным кредитам в рублях;Основной показатель;Процент;744;;10.6;9.5;9.56;;8.9;9.94;;8.7;8.69;Февраль 2020;8.5;;;8.4;;;8.2;;;7.9;;
F4;Ипотека;Ипотека;Количество зарегистрированных договоров участия в долевом строительстве в год;Количество зарегистрированных договоров участия в долевом строительстве в год;Дополнительный показатель;Тысяча единиц;643;;631.0;660.0;796.6;;660.0;783.133;;795.0;;;938.0;;;1189.0;;;1447.0;;;1571.0;;
F4;Ипотека;Ипотека;Количество зарегистрированных договоров участия в долевом строительстве, которыми предусмотрена обязанность участника долевого строительства внести денежные средства на счета эскроу;Количество зарегистрированных договоров участия в долевом строительстве с использование счета эскроу;Дополнительный показатель;Тысяча единиц;643;;0.0;0.73;0.3;;132.0;43.832;;632.0;;;903.0;;;1189.0;;;1447.0;;;1571.0;;
F4;Ипотека;Ипотека;Объем строительства многоквартирных жилых домов, профинансированного за счет ипотечного кредитования;Объем строительства многоквартирных жилых домов, профинансированный за счет ипотечного кредитования;Дополнительный показатель;Миллион квадратных метров;057;;16.3;23.6;;;27.7;17.6;;31.7;;;31.5;;;40.9;;;47.1;;;53.0;;
G1;Чистая страна;Чистая страна;Эффективное обращение с отходами производства и потребления, включая ликвидацию всех выявленных на 1 января 2018 г. несанкционированных свалок в границах городов;Эффективное обращение с отходами производства и потребления, включая ликвидацию всех выявленных несанкционированных свалок в границах городов;Цель;;;;;;;;;;;;;;;;;;;;;;;;;
G1;Чистая страна;Чистая страна;Ликвидированы наиболее опасные объекты накопленного экологического вреда, нарастающим итогом, шт;Ликвидированы наиболее опасные объекты накопленного экологического вреда;Основной показатель;Штука;796;;10.0;31.0;31.0;;48.0;17.0;;57.0;;;67.0;;;74.0;;;74.0;;;75.0;;
G1;Чистая страна;Чистая страна;Ликвидированы все выявленные  на 1 января 2018 г. несанкционированные свалки в границах городов, нарастающим итогом, шт;Ликвидация несанкционированных свалок в границах городов;Основной показатель;Штука;796;;0.0;0.0;;;16.0;;;42.0;;;76.0;;;108.0;;;146.0;;;191.0;;
G1;Чистая страна;Чистая страна;Численность населения, качество жизни которого улучшится в связи с ликвидацией выявленных на 1 января 2018 г. несанкционированных свалок в границах городов и наиболее опасных объектов накопленного экологического ущерба;Численность населения, качество жизни которого улучшится в связи с ликвидацией несанкционированных свалок;Дополнительный показатель;Тысяча человек;793;;126.2;2260.6;;;3373.3;;;8149.0;;;13884.9;;;16220.8;;;22024.5;;;28131.0;;
G1;Чистая страна;Чистая страна;Общая площадь восстановленных, в том числе рекультивированных земель подверженных негативному воздействию накопленного вреда окружающей среде;Общая площадь восстановленных земель;Дополнительный показатель;Гектар;059;;31.9;252.2;;;545.0;;;1056.1;;;1802.0;;;2325.2;;;3046.2;;;3703.4;;
G2;Комплексная система обращения с твердыми коммунальными отходами;Комплексная система обращения с твердыми коммунальными отходами;Эффективное обращение с отходами производства и потребления, включая ликвидацию всех выявленных на 1 января 2018 г. несанкционированных свалок в границах городов;Эффективное обращение с отходами производства и потребления, включая ликвидацию всех выявленных несанкционированных свалок в границах городов;Цель;;;;;;;;;;;;;;;;;;;;;;;;;
G2;Комплексная система обращения с твердыми коммунальными отходами;Комплексная система обращения с твердыми коммунальными отходами;Объем твердых коммунальных отходов (далее - ТКО): -  направленных на утилизацию (вторичную переработку), нарастающим итогом;Объем твердых коммунальных отходов, направленных на утилизацию;Основной показатель;Миллион тонн;171;;2.1;2.1;2.1;;4.9;4.9;;11.34;;;15.96;;;16.8;;;23.1;;;25.2;;
G2;Комплексная система обращения с твердыми коммунальными отходами;Комплексная система обращения с твердыми коммунальными отходами;Объем твердых коммунальных отходов (далее - ТКО): - направленных на обработку, нарастающим итогом;Объем твердых коммунальных отходов, направленных на обработку;Основной показатель;Миллион тонн;171;;4.9;4.9;4.9;;8.4;8.4;;18.9;;;26.6;;;28.0;;;38.5;;;42.0;;
G2;Комплексная система обращения с твердыми коммунальными отходами;Комплексная система обращения с твердыми коммунальными отходами;Доля импорта оборудования для обработки и утилизации твердых коммунальных отходов;Доля импорта оборудования для обработки и утилизации твердых коммунальных отходов;Дополнительный показатель;Процент;744;;60.0;50.0;;;40.0;;;30.0;;;28.0;;;26.0;;;24.0;;;22.0;;
G2;Комплексная система обращения с твердыми коммунальными отходами;Комплексная система обращения с твердыми коммунальными отходами;Доля разработанных электронных моделей;Доля разработанных электронных моделей;Дополнительный показатель;Процент;744;;0.0;20.0;;;50.0;;;100.0;;;100.0;;;100.0;;;100.0;;;100.0;;
G3;Инфраструктура для обращения с отходами I-II классов опасности;Инфраструктура для обращения с отходами I-II классов опасности;Эффективное обращение с отходами производства и потребления;Эффективное обращение с отходами производства и потребления;Цель;;;;;;;;;;;;;;;;;;;;;;;;;
G3;Инфраструктура для обращения с отходами I-II классов опасности;Инфраструктура для обращения с отходами I-II классов опасности;Количество введенных в эксплуатацию производственно-технических комплексов по обработке, утилизации и обезвреживанию отходов I и II классов опасности, нарастающим итогом;Количество введенных в эксплуатацию производственно-технических комплексов по обработке.утилизации и обезвреживанию отходов;Основной показатель;Штука;796;;0.0;0.0;0.0;;0.0;0.0;;0.0;;;0.0;;;0.0;;;4.0;;;7.0;;
G3;Инфраструктура для обращения с отходами I-II классов опасности;Инфраструктура для обращения с отходами I-II классов опасности;Доля обезвреженных отходов в общем объеме отходов I и II классов опасности, подлежащих обезвреживанию, переданных федеральному оператору по обращению с отходами I и II классов опасности, %;Доля обезвреженных отходов в общем объеме отходов;Дополнительный показатель;Процент;744;;0.0;0.0;;;0.0;;;0.0;;;0.0;;;0.0;;;0.0;;;65.0;;
G3;Инфраструктура для обращения с отходами I-II классов опасности;Инфраструктура для обращения с отходами I-II классов опасности;Наличие федерального оператора по обращению с отходами I и II классов опасности, утвержденного распоряжением Правительства Российской Федерации об определении федерального оператора по обращению с отходами I и II классов опасности, %;Наличие федерального оператора по обращению с отходами;Дополнительный показатель;Процент;744;;0.0;0.0;;;100.0;;;100.0;;;100.0;;;100.0;;;100.0;;;100.0;;
G3;Инфраструктура для обращения с отходами I-II классов опасности;Инфраструктура для обращения с отходами I-II классов опасности;Утверждена федеральная схема обращения с отходами I и II классов опасности;Наличие утвержденной схемы обращения с отходами;Дополнительный показатель;Штука;796;;0.0;0.0;;;0.0;;;1.0;;;1.0;;;1.0;;;1.0;;;1.0;;
G3;Инфраструктура для обращения с отходами I-II классов опасности;Инфраструктура для обращения с отходами I-II классов опасности;Степень внедрения единой государственной информационной системы учета и контроля за обращением с отходами I и II классов опасности2, %;Степень внедрения единой ГИС за обращением с отходами;Дополнительный показатель;Процент;744;;0.0;0.0;;;0.0;;;60.0;;;90.0;;;100.0;;;100.0;;;100.0;;
G4;Чистый воздух;Чистый воздух;Кардинальное снижение уровня загрязнения атмосферного воздуха в крупных промышленных центрах, в том числе уменьшение не менее чем на 20 процентов совокупного объема выбросов загрязняющих веществ  в атмосферный воздух в наиболее загрязненных городах;Кардинальное снижение уровня загрязнения атмосферного воздуха в крупных промышленных центрах;Цель;;;;;;;;;;;;;;;;;;;;;;;;;
G4;Чистый воздух;Чистый воздух;Снижение совокупного объема выбросов за отчетный год, нарастающим итогом;Снижение совокупного объема выбросов;Основной показатель;Процент;744;;100.0;100.0;100.8;;100.0;68.3;;97.0;;;95.0;;;93.0;;;81.0;;;78.0;;
G4;Чистый воздух;Чистый воздух;Количество городов с очень высоким уровнем загрязнения атмосферного воздуха (Братск, Красноярск, Магнитогорск, Нижний Тагил, Новокузнецк, Норильск, Челябинск, Чита), нарастающим итогом;Количество городов с высоким и очень высоким уровнем загрязнения атмосферного воздуха;Основной показатель;Единица;642;;8.0;8.0;46.0;;8.0;40.0;;6.0;;;5.0;;;3.0;;;2.0;;;0.0;;
G4;Чистый воздух;Чистый воздух;Доля граждан, удовлетворенных качеством атмосферного воздуха в крупных промышленных центрах;Доля граждан, удовлетворенных качеством атмосферного воздуха в крупных промышленных центрах;Дополнительный показатель;Процент;744;;0.0;0.0;;;0.0;;;0.0;;;0.0;;;0.0;;;0.0;;;90.0;;
G4;Чистый воздух;Чистый воздух;Объем потребления природного газа в качестве моторного топлива за отчетный год;Объем потребления природного газа в качестве моторного топлива;Дополнительный показатель;Миллион кубических метров;159;;43.8;43.8;;;53.24;;;66.15;;;84.51;;;111.6;;;153.04;;;219.0;;
G5;Чистая вода;Чистая вода;Повышение качества питьевой воды для населения;Повышение качества питьевой воды для населения;Цель;;;;;;;;;;;;;;;;;;;;;;;;;
G5;Чистая вода;Чистая вода;Доля населения Российской Федерации, обеспеченного качественной питьевой водой из систем централизованного водоснабжения;Доля населения РФ, обеспеченного качественной питьевой водой;Основной показатель;Процент;744;;87.5;87.5;85.6;;87.5;85.5;;87.8;;;88.2;;;89.0;;;89.4;;;90.8;;
G5;Чистая вода;Чистая вода;Доля городского населения Российской Федерации, обеспеченного качественной питьевой водой из систем централизованного водоснабжения;Доля городского населения РФ, обеспеченного качественной питьевой водой;Основной показатель;Процент;744;;94.5;94.5;93.2;;94.5;93.2;;94.9;;;95.5;;;96.5;;;97.0;;;99.0;;
G6;Оздоровление Волги;Оздоровление Волги;Улучшение экологического состояния реки Волга и обеспечение устойчивого функционирования водохозяйственного комплекса Нижней Волги за счет сокращения к концу 2024 года в три раза доли загрязненных сточных вод, отводимых в реку Волга, и реализации комплекса мер по восстановлению водных объектов низовьев Волги, в том числе дополнительному обводнению реки Ахтуба;Улучшение экологического состояния реки Волга и обеспечение устойчивого функционирования водохозяйственного комплекса Нижней Волги;Цель;;;;;;;;;;;;;;;;;;;;;;;;;
G6;Оздоровление Волги;Оздоровление Волги;Снижение объема отводимых в реку Волга загрязненных сточных вод, нарастающим итогом;Снижение объема отводимых в р. Волга загрязненных сточных вод;Основной показатель;Кубический километр;998;;3.17;3.17;;;3.17;;;2.98;;;2.58;;;2.38;;;1.58;;;1.05;;
G6;Оздоровление Волги;Оздоровление Волги;Объем дополнительного обводнения реки Ахтубы в меженный период;Объем дополнительного обводнения р. Ахтубы в меженный период;Основной показатель;Кубический метр в секунду;596;;0.0;0.0;;;0.0;;;0.0;;;0.0;;;0.0;;;100.0;;;100.0;;
G6;Оздоровление Волги;Оздоровление Волги;Количество ликвидированных объектов накопленного экологического вреда, представляющих угрозу реке Волга;Количество ликвидированных объектов накопленного экологического вреда, представляющих угрозу р.Волга;Основной показатель;Единица;642;;0.0;0.0;;;0.0;;;0.0;;;2.0;;;4.0;;;8.0;;;20.0;;
G6;Оздоровление Волги;Оздоровление Волги;Протяженность восстановленных водных объектов Нижней Волги, нарастающим итогом;Протяженность восстановленных водных объектов Нижней Волги;Основной показатель;Километр;008;;28.7;28.7;28.2;;32.0;30.0;;159.2;;;230.0;;;304.7;;;442.8;;;600.0;;
G6;Оздоровление Волги;Оздоровление Волги;Количество построенных, реконструированных водопропускных сооружений для улучшения водообмена в низовьях Волги, нарастающим итогом;Кол-во водопропускных сооружений для улучшения водообмена р. Волги;Основной показатель;Единица;642;;1.0;1.0;;;1.0;;;12.0;;;18.0;;;37.0;;;59.0;;;89.0;;
